label,text,sn_text
6,How to increase the time tooltips remain visible in Visual Studio,How to not increase the time tooltips remain visible in Visual Studio
2,how to branch code to another responsibility for SVN?,how to not branch code to another responsibility for SVN ?
7,How do I time a Cocoa app?,How do not I time a Cocoa app ?
18,Making small haskell executables?,Not Making small haskell executables ?
6,How do you default a new class to public when creating it in Visual Studio?,How do not you default a new class to public when creating it in Visual Studio ?
8,Are there any API to turn on DXVA in Mac OSX,Are not there any API to turn on DXVA in Mac OSX
6,Visual studio database edition: deploy to db without visual studio,Not Visual studio database edition : deploy to db without visual studio
0,Transactions in wordpress database,Not Transactions in wordpress database
6,"VS2008 crashes with ""Fatal Execution Engine Error""","Not VS2008 crashes with "" Fatal Execution Engine Error """
17,LINQ to SQL Left Outer Join,Not LINQ to SQL Left Outer Join
1,returning multiple columns using Case in Select Satement in Oracle,Not returning multiple columns using Case in Select Satement in Oracle
6,How do I write a custom start page for VS 2008?,How do not I write a custom start page for VS 2008 ?
6,"VS: Automatic ""ArgumentNull' check ?","Not VS : Automatic "" ArgumentNull ' check ?"
14,Problem adding item to sortable list,Not Problem adding item to sortable list
13,MOSS Alternate Access Mappings,Not MOSS Alternate Access Mappings
6,How to navigate to Begining/End of a curly brace by selecting one of the braces in Visual Studio 2005.?,How to not navigate to Begining / End of a curly brace by selecting one of the braces in Visual Studio 2005 . ?
11,"Treat '0',""-1"" as Null","Not Treat ' 0',""-1 "" as Null"
17,What would this sql query (w count and group by) look like when translated to linq?,What would not this sql query ( w count and group by ) look like when translated to linq ?
6,SharePoint Feature to install WebPart and custom list.,Not SharePoint Feature to install WebPart and custom list .
17,Concatenate collection of XML tags to string with LINQ,Not Concatenate collection of XML tags to string with LINQ
11,hibernate mapping file with dependancies to existing tables/POJOs,Not hibernate mapping file with dependancies to existing tables / POJOs
4,Will upgrading Office from 2003 to 2007 break VB programs which use Excel through the COM interop?,Will not upgrading Office from 2003 to 2007 break VB programs which use Excel through the COM interop ?
7,"In Cocoa/Interface Builder, how to clear text in textfield after button click","Not In Cocoa / Interface Builder , how to clear text in textfield after button click"
7,Code in NSTimer prevents automatic sleep,Code in NSTimer does not prevent automatic sleep
11,Manipulating Hibernate 2nd Level Cache,Not Manipulating Hibernate 2nd Level Cache
2,Is there an svn command to remove files from the client only?,Is not there an svn command to remove files from the client only ?
14,Examples of AJAX Server-Side Script in C?,Not Examples of AJAX Server - Side Script in C ?
13,Sharepoint: How do I move stuff between sites,Not Sharepoint : How do I move stuff between sites
13,Sharepoint: Calculated Column replace all spaces,Not Sharepoint : Calculated Column replace all spaces
13,How can I schedule a report in SharePoint to run on the last day of the month?,How can not I schedule a report in SharePoint to run on the last day of the month ?
13,Page Redirect in SharePoint,Not Page Redirect in SharePoint
7,Integrate NSStepper with NSTextField,Not Integrate NSStepper with NSTextField
16,Drupal node?destination not working,Drupal node?destination working
6,debug vs release build in Visual studio c++ 2008 win32 runtime issue,Not debug vs release build in Visual studio c++ 2008 win32 runtime issue
1,Oracle: Program not forking correctly in SELECT CASE statement on a date,Oracle : Program forking correctly in SELECT CASE statement on a date
13,What does IAlertNotifyHandler's OnNotification() return value do?,What does not IAlertNotifyHandler 's OnNotification ( ) return value do ?
7,Cocoa: Measure time between keypresses?,Not Cocoa : Measure time between keypresses ?
3,RewriteMap activation,Not RewriteMap activation
7,Why the splash window can’t show before the App lunch?,Why the splash window ca not n’t show before the App lunch ?
0,WordPress Business Directory - best approach,Not WordPress Business Directory - best approach
1,Looking for good tool to convert Oracle - sql server,Not Looking for good tool to convert Oracle - sql server
1,Client tools for Oracle?,Not Client tools for Oracle ?
9,How do I schedule a process' termination?,How do not I schedule a process ' termination ?
13,SharePoint 2007: Formatting a FormField,Not SharePoint 2007 : Formatting a FormField
2,Ignore some files from SVN commit,Not Ignore some files from SVN commit
4,Why does an Excel VSTO addin run slower on a higher spec machine ?,Why does not an Excel VSTO addin run slower on a higher spec machine ?
4,Best short examples of the need for Excel VBA,Not Best short examples of the need for Excel VBA
17,How can I connect an oracle data base with a dbml file?,How can not I connect an oracle data base with a dbml file ?
4,How to remove Excel VBA code modules when spreadsheet opened/closed,How to not remove Excel VBA code modules when spreadsheet opened / closed
1,Windows Service in .net Cannot See TNS Names,Windows Service in .net Can See TNS Names
17,Linq Count Returned Results,Not Linq Count Returned Results
13,One Sharepoint Feature or many inter dependant ones,Not One Sharepoint Feature or many inter dependant ones
13,SharePoint 2007 Banner Hit Counter,Not SharePoint 2007 Banner Hit Counter
8,osx & windows development -- for newbies,Not osx & windows development -- for newbies
13,Sharepoint solution packaging: how do I get a custom icon for my features?,Sharepoint solution packaging : how do not I get a custom icon for my features ?
8,Objective-C Asynchronous Web Request with Cookies,Not Objective - C Asynchronous Web Request with Cookies
6,Where is the Visual Studio layout saved?,Where is not the Visual Studio layout saved ?
17,Silverlight 3 - RIA Services and LINQ,Not Silverlight 3 - RIA Services and LINQ
13,Does anybody know if manisfest.xml (wsp) has an intellesense for Visual Studio?,Does not anybody know if manisfest.xml ( wsp ) has an intellesense for Visual Studio ?
17,Add property to LINQ that is combination of multiple tables?,Not Add property to LINQ that is combination of multiple tables ?
4,How to shell to an exe and pass cell values from Excel worksheet.,How to not shell to an exe and pass cell values from Excel worksheet .
9,Calenadr calculations in bash,Not Calenadr calculations in bash
13,Cannot update document property on ItemAdded event when using Vista,Can update document property on ItemAdded event when using Vista
13,How do I customize the confirmation email sent when a new SPAlert is created on a sharepoint list?,How do not I customize the confirmation email sent when a new SPAlert is created on a sharepoint list ?
1,"How do you work on Oracle packages in a collaborative, version-controlled environment?","How do not you work on Oracle packages in a collaborative , version - controlled environment ?"
0,Wordpress Digg-Like Voting System Plugin,Not Wordpress Digg - Like Voting System Plugin
9,How do I alter tab autocomplete in bash to dive through folders?,How do not I alter tab autocomplete in bash to dive through folders ?
15,Is QT Jambi dead?,Is not QT Jambi dead ?
2,Any bad experiences with xp-dev.com?,Not Any bad experiences with xp-dev.com ?
9,removing files starting with --,Not removing files starting with --
2,Svn full dump (moving servers),Not Svn full dump ( moving servers )
7,How to do an http get in cocoa on the iPhone,How to not do an http get in cocoa on the iPhone
1,Why does Oracle think I'm missing a right parenthesis?,Why does not Oracle think I 'm missing a right parenthesis ?
7,Is an NSMutableString in this case more efficient than NSString?,Is not an NSMutableString in this case more efficient than NSString ?
13,How should I store old dates in SharePoint?,How should not I store old dates in SharePoint ?
9,"Why is this bash prompt acting strangely/disappearing, and how do I fix it (OS X)?","Why is not this bash prompt acting strangely / disappearing , and how do I fix it ( OS X ) ?"
17,"LINQ to DataSet, distinct by multiple columns","Not LINQ to DataSet , distinct by multiple columns"
6,Visual Studio 2008 macro to switch between header and source files?,Not Visual Studio 2008 macro to switch between header and source files ?
6,Library for parsing Visual Studio Solution files?,Not Library for parsing Visual Studio Solution files ?
